Study.Accession	Reported.trait	Group	UKB.Field.ID	QC.Flag.Field.ID	type	analysis	adjustment	sex	population
GCST90500443	Phospholipids in Very Large HDL	Lipoprotein subclasses	23553	23853	sequencing	exWAS	PGS adjusted	Combined	British-Central/South Asian
GCST90500455	Phospholipids in Very Large HDL	Lipoprotein subclasses	23553	23853	sequencing	exWAS	PGS adjusted	Combined	European
GCST90500445	Phospholipids in Very Large HDL	Lipoprotein subclasses	23553	23853	sequencing	exWAS	PGS adjusted	Combined	British-African
GCST90500459	Phospholipids in Very Large HDL	Lipoprotein subclasses	23553	23853	sequencing	exWAS	no PGS adjustment	Combined	British-Central/South Asian
GCST90500446	Phospholipids in Very Large HDL	Lipoprotein subclasses	23553	23853	sequencing	exWAS	no PGS adjustment	Combined	British-African
GCST90500448	Phospholipids in Very Large HDL	Lipoprotein subclasses	23553	23853	sequencing	exWAS	no PGS adjustment	Combined	European
GCST90500641	Phospholipids in Very Large VLDL	Lipoprotein subclasses	23490	23790	array	Discovery		Combined	European
GCST90500642	Phospholipids in Very Large VLDL	Lipoprotein subclasses	23490	23790	array	Discovery		Combined	British-African
GCST90500635	Phospholipids in Very Large VLDL	Lipoprotein subclasses	23490	23790	array	Discovery		Combined	British-Central/South Asian
GCST90500644	Phospholipids in Very Large VLDL	Lipoprotein subclasses	23490	23790	array	Discovery		Female	European
GCST90500647	Phospholipids in Very Large VLDL	Lipoprotein subclasses	23490	23790	array	Discovery		Male	European
GCST90500637	Phospholipids in Very Large VLDL	Lipoprotein subclasses	23490	23790	sequencing	Gene-burden	PGS adjusted	Combined	British-Central/South Asian
GCST90500639	Phospholipids in Very Large VLDL	Lipoprotein subclasses	23490	23790	sequencing	Gene-burden	PGS adjusted	Combined	European
GCST90500645	Phospholipids in Very Large VLDL	Lipoprotein subclasses	23490	23790	sequencing	Gene-burden	no PGS adjustment	Combined	British-Central/South Asian
GCST90500646	Phospholipids in Very Large VLDL	Lipoprotein subclasses	23490	23790	sequencing	Gene-burden	no PGS adjustment	Combined	British-African
GCST90500638	Phospholipids in Very Large VLDL	Lipoprotein subclasses	23490	23790	sequencing	Gene-burden	no PGS adjustment	Combined	European
GCST90501314	Phospholipids in Very Large VLDL	Lipoprotein subclasses	23490	23790	array	Meta-analysis		Combined	Combined
GCST90500636	Phospholipids in Very Large VLDL	Lipoprotein subclasses	23490	23790	sequencing	exWAS	PGS adjusted	Combined	European
GCST90500649	Phospholipids in Very Large VLDL	Lipoprotein subclasses	23490	23790	sequencing	exWAS	PGS adjusted	Combined	British-Central/South Asian
GCST90500643	Phospholipids in Very Large VLDL	Lipoprotein subclasses	23490	23790	sequencing	exWAS	no PGS adjustment	Combined	British-Central/South Asian
GCST90500640	Phospholipids in Very Large VLDL	Lipoprotein subclasses	23490	23790	sequencing	exWAS	no PGS adjustment	Combined	British-African
GCST90500648	Phospholipids in Very Large VLDL	Lipoprotein subclasses	23490	23790	sequencing	exWAS	no PGS adjustment	Combined	European
GCST90500841	Phospholipids in Very Small VLDL	Lipoprotein subclasses	23518	23818	array	Discovery		Combined	British-African
GCST90500842	Phospholipids in Very Small VLDL	Lipoprotein subclasses	23518	23818	array	Discovery		Combined	British-Central/South Asian
GCST90500844	Phospholipids in Very Small VLDL	Lipoprotein subclasses	23518	23818	array	Discovery		Combined	European
GCST90500851	Phospholipids in Very Small VLDL	Lipoprotein subclasses	23518	23818	array	Discovery		Female	European
GCST90500840	Phospholipids in Very Small VLDL	Lipoprotein subclasses	23518	23818	array	Discovery		Male	European
GCST90500848	Phospholipids in Very Small VLDL	Lipoprotein subclasses	23518	23818	sequencing	Gene-burden	PGS adjusted	Combined	British-Central/South Asian
GCST90500849	Phospholipids in Very Small VLDL	Lipoprotein subclasses	23518	23818	sequencing	Gene-burden	PGS adjusted	Combined	British-African
GCST90500836	Phospholipids in Very Small VLDL	Lipoprotein subclasses	23518	23818	sequencing	Gene-burden	PGS adjusted	Combined	European
GCST90500837	Phospholipids in Very Small VLDL	Lipoprotein subclasses	23518	23818	sequencing	Gene-burden	no PGS adjustment	Combined	British-Central/South Asian
GCST90500838	Phospholipids in Very Small VLDL	Lipoprotein subclasses	23518	23818	sequencing	Gene-burden	no PGS adjustment	Combined	European
GCST90500850	Phospholipids in Very Small VLDL	Lipoprotein subclasses	23518	23818	sequencing	Gene-burden	no PGS adjustment	Combined	British-African
GCST90501326	Phospholipids in Very Small VLDL	Lipoprotein subclasses	23518	23818	array	Meta-analysis		Combined	Combined
GCST90500843	Phospholipids in Very Small VLDL	Lipoprotein subclasses	23518	23818	sequencing	exWAS	PGS adjusted	Combined	European
GCST90500845	Phospholipids in Very Small VLDL	Lipoprotein subclasses	23518	23818	sequencing	exWAS	PGS adjusted	Combined	British-African
GCST90500846	Phospholipids in Very Small VLDL	Lipoprotein subclasses	23518	23818	sequencing	exWAS	PGS adjusted	Combined	British-Central/South Asian
GCST90500847	Phospholipids in Very Small VLDL	Lipoprotein subclasses	23518	23818	sequencing	exWAS	no PGS adjustment	Combined	British-Central/South Asian
GCST90500835	Phospholipids in Very Small VLDL	Lipoprotein subclasses	23518	23818	sequencing	exWAS	no PGS adjustment	Combined	British-African
GCST90500839	Phospholipids in Very Small VLDL	Lipoprotein subclasses	23518	23818	sequencing	exWAS	no PGS adjustment	Combined	European
GCST90501057	Phospholipids to Total Lipids in Chylomicrons and Extremely Large VLDL percentage	Relative lipoprotein lipid concentrations	23579	23879	array	Discovery		Combined	British-Central/South Asian
GCST90501058	Phospholipids to Total Lipids in Chylomicrons and Extremely Large VLDL percentage	Relative lipoprotein lipid concentrations	23579	23879	array	Discovery		Combined	British-African
GCST90501056	Phospholipids to Total Lipids in Chylomicrons and Extremely Large VLDL percentage	Relative lipoprotein lipid concentrations	23579	23879	array	Discovery		Combined	European
GCST90501045	Phospholipids to Total Lipids in Chylomicrons and Extremely Large VLDL percentage	Relative lipoprotein lipid concentrations	23579	23879	array	Discovery		Female	European
GCST90501050	Phospholipids to Total Lipids in Chylomicrons and Extremely Large VLDL percentage	Relative lipoprotein lipid concentrations	23579	23879	array	Discovery		Male	European
GCST90501051	Phospholipids to Total Lipids in Chylomicrons and Extremely Large VLDL percentage	Relative lipoprotein lipid concentrations	23579	23879	sequencing	Gene-burden	PGS adjusted	Combined	European
GCST90501054	Phospholipids to Total Lipids in Chylomicrons and Extremely Large VLDL percentage	Relative lipoprotein lipid concentrations	23579	23879	sequencing	Gene-burden	PGS adjusted	Combined	British-Central/South Asian
GCST90501049	Phospholipids to Total Lipids in Chylomicrons and Extremely Large VLDL percentage	Relative lipoprotein lipid concentrations	23579	23879	sequencing	Gene-burden	no PGS adjustment	Combined	British-African
GCST90501052	Phospholipids to Total Lipids in Chylomicrons and Extremely Large VLDL percentage	Relative lipoprotein lipid concentrations	23579	23879	sequencing	Gene-burden	no PGS adjustment	Combined	British-Central/South Asian
GCST90501053	Phospholipids to Total Lipids in Chylomicrons and Extremely Large VLDL percentage	Relative lipoprotein lipid concentrations	23579	23879	sequencing	Gene-burden	no PGS adjustment	Combined	European
GCST90501339	Phospholipids to Total Lipids in Chylomicrons and Extremely Large VLDL percentage	Relative lipoprotein lipid concentrations	23579	23879	array	Meta-analysis		Combined	Combined
GCST90501048	Phospholipids to Total Lipids in Chylomicrons and Extremely Large VLDL percentage	Relative lipoprotein lipid concentrations	23579	23879	sequencing	exWAS	PGS adjusted	Combined	British-Central/South Asian
GCST90501055	Phospholipids to Total Lipids in Chylomicrons and Extremely Large VLDL percentage	Relative lipoprotein lipid concentrations	23579	23879	sequencing	exWAS	PGS adjusted	Combined	European
GCST90501044	Phospholipids to Total Lipids in Chylomicrons and Extremely Large VLDL percentage	Relative lipoprotein lipid concentrations	23579	23879	sequencing	exWAS	no PGS adjustment	Combined	British-Central/South Asian
GCST90501046	Phospholipids to Total Lipids in Chylomicrons and Extremely Large VLDL percentage	Relative lipoprotein lipid concentrations	23579	23879	sequencing	exWAS	no PGS adjustment	Combined	European
GCST90501047	Phospholipids to Total Lipids in Chylomicrons and Extremely Large VLDL percentage	Relative lipoprotein lipid concentrations	23579	23879	sequencing	exWAS	no PGS adjustment	Combined	British-African
GCST90497652	Phospholipids to Total Lipids in IDL percentage	Relative lipoprotein lipid concentrations	23609	23909	array	Discovery		Combined	British-Central/South Asian
GCST90497645	Phospholipids to Total Lipids in IDL percentage	Relative lipoprotein lipid concentrations	23609	23909	array	Discovery		Combined	European
GCST90497655	Phospholipids to Total Lipids in IDL percentage	Relative lipoprotein lipid concentrations	23609	23909	array	Discovery		Combined	British-African
GCST90497642	Phospholipids to Total Lipids in IDL percentage	Relative lipoprotein lipid concentrations	23609	23909	array	Discovery		Female	European
GCST90497644	Phospholipids to Total Lipids in IDL percentage	Relative lipoprotein lipid concentrations	23609	23909	array	Discovery		Male	European
GCST90497650	Phospholipids to Total Lipids in IDL percentage	Relative lipoprotein lipid concentrations	23609	23909	sequencing	Gene-burden	PGS adjusted	Combined	British-Central/South Asian
GCST90497640	Phospholipids to Total Lipids in IDL percentage	Relative lipoprotein lipid concentrations	23609	23909	sequencing	Gene-burden	PGS adjusted	Combined	European
GCST90497653	Phospholipids to Total Lipids in IDL percentage	Relative lipoprotein lipid concentrations	23609	23909	sequencing	Gene-burden	PGS adjusted	Combined	British-African
GCST90497641	Phospholipids to Total Lipids in IDL percentage	Relative lipoprotein lipid concentrations	23609	23909	sequencing	Gene-burden	no PGS adjustment	Combined	British-African
GCST90497643	Phospholipids to Total Lipids in IDL percentage	Relative lipoprotein lipid concentrations	23609	23909	sequencing	Gene-burden	no PGS adjustment	Combined	British-Central/South Asian
GCST90497647	Phospholipids to Total Lipids in IDL percentage	Relative lipoprotein lipid concentrations	23609	23909	sequencing	Gene-burden	no PGS adjustment	Combined	European
GCST90501130	Phospholipids to Total Lipids in IDL percentage	Relative lipoprotein lipid concentrations	23609	23909	array	Meta-analysis		Combined	Combined
GCST90497639	Phospholipids to Total Lipids in IDL percentage	Relative lipoprotein lipid concentrations	23609	23909	sequencing	exWAS	PGS adjusted	Combined	British-African
GCST90497646	Phospholipids to Total Lipids in IDL percentage	Relative lipoprotein lipid concentrations	23609	23909	sequencing	exWAS	PGS adjusted	Combined	British-Central/South Asian
GCST90497654	Phospholipids to Total Lipids in IDL percentage	Relative lipoprotein lipid concentrations	23609	23909	sequencing	exWAS	PGS adjusted	Combined	European
GCST90497651	Phospholipids to Total Lipids in IDL percentage	Relative lipoprotein lipid concentrations	23609	23909	sequencing	exWAS	no PGS adjustment	Combined	British-African
GCST90497648	Phospholipids to Total Lipids in IDL percentage	Relative lipoprotein lipid concentrations	23609	23909	sequencing	exWAS	no PGS adjustment	Combined	European
GCST90497649	Phospholipids to Total Lipids in IDL percentage	Relative lipoprotein lipid concentrations	23609	23909	sequencing	exWAS	no PGS adjustment	Combined	British-Central/South Asian
GCST90497867	Phospholipids to Total Lipids in Large HDL percentage	Relative lipoprotein lipid concentrations	23634	23934	array	Discovery		Combined	British-Central/South Asian
GCST90497858	Phospholipids to Total Lipids in Large HDL percentage	Relative lipoprotein lipid concentrations	23634	23934	array	Discovery		Combined	British-African
GCST90497860	Phospholipids to Total Lipids in Large HDL percentage	Relative lipoprotein lipid concentrations	23634	23934	array	Discovery		Combined	European
GCST90497863	Phospholipids to Total Lipids in Large HDL percentage	Relative lipoprotein lipid concentrations	23634	23934	array	Discovery		Female	European
GCST90497868	Phospholipids to Total Lipids in Large HDL percentage	Relative lipoprotein lipid concentrations	23634	23934	array	Discovery		Male	European
GCST90497865	Phospholipids to Total Lipids in Large HDL percentage	Relative lipoprotein lipid concentrations	23634	23934	sequencing	Gene-burden	PGS adjusted	Combined	British-African
GCST90497861	Phospholipids to Total Lipids in Large HDL percentage	Relative lipoprotein lipid concentrations	23634	23934	sequencing	Gene-burden	PGS adjusted	Combined	British-Central/South Asian
GCST90497862	Phospholipids to Total Lipids in Large HDL percentage	Relative lipoprotein lipid concentrations	23634	23934	sequencing	Gene-burden	PGS adjusted	Combined	European
GCST90497869	Phospholipids to Total Lipids in Large HDL percentage	Relative lipoprotein lipid concentrations	23634	23934	sequencing	Gene-burden	no PGS adjustment	Combined	European
GCST90497857	Phospholipids to Total Lipids in Large HDL percentage	Relative lipoprotein lipid concentrations	23634	23934	sequencing	Gene-burden	no PGS adjustment	Combined	British-African
GCST90497872	Phospholipids to Total Lipids in Large HDL percentage	Relative lipoprotein lipid concentrations	23634	23934	sequencing	Gene-burden	no PGS adjustment	Combined	British-Central/South Asian
GCST90501143	Phospholipids to Total Lipids in Large HDL percentage	Relative lipoprotein lipid concentrations	23634	23934	array	Meta-analysis		Combined	Combined
GCST90497864	Phospholipids to Total Lipids in Large HDL percentage	Relative lipoprotein lipid concentrations	23634	23934	sequencing	exWAS	PGS adjusted	Combined	British-African
GCST90497870	Phospholipids to Total Lipids in Large HDL percentage	Relative lipoprotein lipid concentrations	23634	23934	sequencing	exWAS	PGS adjusted	Combined	British-Central/South Asian
GCST90497871	Phospholipids to Total Lipids in Large HDL percentage	Relative lipoprotein lipid concentrations	23634	23934	sequencing	exWAS	PGS adjusted	Combined	European
GCST90497866	Phospholipids to Total Lipids in Large HDL percentage	Relative lipoprotein lipid concentrations	23634	23934	sequencing	exWAS	no PGS adjustment	Combined	British-Central/South Asian
GCST90497856	Phospholipids to Total Lipids in Large HDL percentage	Relative lipoprotein lipid concentrations	23634	23934	sequencing	exWAS	no PGS adjustment	Combined	British-African
GCST90497859	Phospholipids to Total Lipids in Large HDL percentage	Relative lipoprotein lipid concentrations	23634	23934	sequencing	exWAS	no PGS adjustment	Combined	European
GCST90498067	Phospholipids to Total Lipids in Large LDL percentage	Relative lipoprotein lipid concentrations	23614	23914	array	Discovery		Combined	British-African
GCST90498065	Phospholipids to Total Lipids in Large LDL percentage	Relative lipoprotein lipid concentrations	23614	23914	array	Discovery		Combined	European
GCST90498072	Phospholipids to Total Lipids in Large LDL percentage	Relative lipoprotein lipid concentrations	23614	23914	array	Discovery		Combined	British-Central/South Asian
GCST90498071	Phospholipids to Total Lipids in Large LDL percentage	Relative lipoprotein lipid concentrations	23614	23914	array	Discovery		Female	European
GCST90498058	Phospholipids to Total Lipids in Large LDL percentage	Relative lipoprotein lipid concentrations	23614	23914	array	Discovery		Male	European
GCST90498068	Phospholipids to Total Lipids in Large LDL percentage	Relative lipoprotein lipid concentrations	23614	23914	sequencing	Gene-burden	PGS adjusted	Combined	British-African
GCST90498061	Phospholipids to Total Lipids in Large LDL percentage	Relative lipoprotein lipid concentrations	23614	23914	sequencing	Gene-burden	PGS adjusted	Combined	European
GCST90498073	Phospholipids to Total Lipids in Large LDL percentage	Relative lipoprotein lipid concentrations	23614	23914	sequencing	Gene-burden	PGS adjusted	Combined	British-Central/South Asian
GCST90498066	Phospholipids to Total Lipids in Large LDL percentage	Relative lipoprotein lipid concentrations	23614	23914	sequencing	Gene-burden	no PGS adjustment	Combined	European
